Supplier,Website,Email,Framework,Borough,Councils Named,Council Access Basis,Companies House No,Notice ID,Awarded Date,Contact Status,Notes,Check
Potensial Limited (trading as Potens),https://potens-uk.com/,info@potens-uk.com,HCC 02/24 - The Provision of Supported Living Services in Hertfordshire,Hertfordshire County Council,Hertfordshire County Council,"The FTS tender notice 2024/S 000-005478 and award 2025/S 000-003646 each list only Hertfordshire County Council as buyer (plus the High Court as review body), as does CF notice d6f76482 (£187m, 3 Feb 2025 - 2 Feb 2029). No other contracting authorities, participating bodies or permitted users are named. Hertfordshire and West Essex ICB is not named; the ICB itself ceased on 31 Mar 2026. 'Barnet' appears only as a supplier's address (Brunswick Supported Living Services), not as a participating authority. The notices say the framework is for 'Supported Living Services in Hertfordshire'. The procurement documents (In-Tend, supply Hertfordshire) were not publicly accessible, so a named-user clause there cannot be ruled out.",,IT-285-8247-HCC2314888 - AWARD,31/01/2025,verified (existing data),Supported living contract over £10m - includes housing,"homecare and housing both on homepage (homecare 13, housing 18)"
Protea Care Homes (Kent) Ltd,https://www.proteacarehomes.com/,info@proteacarehomes.com,HCC 02/24 - The Provision of Supported Living Services in Hertfordshire,Hertfordshire County Council,Hertfordshire County Council,"The FTS tender notice 2024/S 000-005478 and award 2025/S 000-003646 each list only Hertfordshire County Council as buyer (plus the High Court as review body), as does CF notice d6f76482 (£187m, 3 Feb 2025 - 2 Feb 2029). No other contracting authorities, participating bodies or permitted users are named. Hertfordshire and West Essex ICB is not named; the ICB itself ceased on 31 Mar 2026. 'Barnet' appears only as a supplier's address (Brunswick Supported Living Services), not as a participating authority. The notices say the framework is for 'Supported Living Services in Hertfordshire'. The procurement documents (In-Tend, supply Hertfordshire) were not publicly accessible, so a named-user clause there cannot be ruled out.",,IT-285-8247-HCC2314888 - AWARD,31/01/2025,web research (high),"CH 08661207, Watford WD17 1NA (matches site). CH status: Voluntary Arrangement (CVA) - still trading, not liquidation. Referrals page: /referrals.; Supported living contract over £10m - includes housing","homecare and housing both on homepage (homecare 7, housing 23)"
Royal Mencap Society,https://www.mencap.org.uk,information@mencap.org.uk,HCC 02/24 - The Provision of Supported Living Services in Hertfordshire,Hertfordshire County Council,Hertfordshire County Council,"The FTS tender notice 2024/S 000-005478 and award 2025/S 000-003646 each list only Hertfordshire County Council as buyer (plus the High Court as review body), as does CF notice d6f76482 (£187m, 3 Feb 2025 - 2 Feb 2029). No other contracting authorities, participating bodies or permitted users are named. Hertfordshire and West Essex ICB is not named; the ICB itself ceased on 31 Mar 2026. 'Barnet' appears only as a supplier's address (Brunswick Supported Living Services), not as a participating authority. The notices say the framework is for 'Supported Living Services in Hertfordshire'. The procurement documents (In-Tend, supply Hertfordshire) were not publicly accessible, so a named-user clause there cannot be ruled out.",,IT-285-8247-HCC2314888 - AWARD,31/01/2025,verified (existing data),Supported living contract over £10m - includes housing,
SeeAbility,http://www.seeability.org/,enquiries@seeability.org,HCC 02/24 - The Provision of Supported Living Services in Hertfordshire,Hertfordshire County Council,Hertfordshire County Council,"The FTS tender notice 2024/S 000-005478 and award 2025/S 000-003646 each list only Hertfordshire County Council as buyer (plus the High Court as review body), as does CF notice d6f76482 (£187m, 3 Feb 2025 - 2 Feb 2029). No other contracting authorities, participating bodies or permitted users are named. Hertfordshire and West Essex ICB is not named; the ICB itself ceased on 31 Mar 2026. 'Barnet' appears only as a supplier's address (Brunswick Supported Living Services), not as a participating authority. The notices say the framework is for 'Supported Living Services in Hertfordshire'. The procurement documents (In-Tend, supply Hertfordshire) were not publicly accessible, so a named-user clause there cannot be ruled out.",,IT-285-8247-HCC2314888 - AWARD,31/01/2025,verified (existing data),Supported living contract over £10m - includes housing,
Sense,https://www.sense.org.uk,enquiries@sense.org.uk,HCC 02/24 - The Provision of Supported Living Services in Hertfordshire,Hertfordshire County Council,Hertfordshire County Council,"The FTS tender notice 2024/S 000-005478 and award 2025/S 000-003646 each list only Hertfordshire County Council as buyer (plus the High Court as review body), as does CF notice d6f76482 (£187m, 3 Feb 2025 - 2 Feb 2029). No other contracting authorities, participating bodies or permitted users are named. Hertfordshire and West Essex ICB is not named; the ICB itself ceased on 31 Mar 2026. 'Barnet' appears only as a supplier's address (Brunswick Supported Living Services), not as a participating authority. The notices say the framework is for 'Supported Living Services in Hertfordshire'. The procurement documents (In-Tend, supply Hertfordshire) were not publicly accessible, so a named-user clause there cannot be ruled out.",,IT-285-8247-HCC2314888 - AWARD,31/01/2025,verified (existing data),Supported living contract over £10m - includes housing,
SJOG Hospitaller Services,https://sjog.uk/,enquiries@sjog.org.uk,HCC 02/24 - The Provision of Supported Living Services in Hertfordshire,Hertfordshire County Council,Hertfordshire County Council,"The FTS tender notice 2024/S 000-005478 and award 2025/S 000-003646 each list only Hertfordshire County Council as buyer (plus the High Court as review body), as does CF notice d6f76482 (£187m, 3 Feb 2025 - 2 Feb 2029). No other contracting authorities, participating bodies or permitted users are named. Hertfordshire and West Essex ICB is not named; the ICB itself ceased on 31 Mar 2026. 'Barnet' appears only as a supplier's address (Brunswick Supported Living Services), not as a participating authority. The notices say the framework is for 'Supported Living Services in Hertfordshire'. The procurement documents (In-Tend, supply Hertfordshire) were not publicly accessible, so a named-user clause there cannot be ruled out.",,IT-285-8247-HCC2314888 - AWARD,31/01/2025,verified (existing data),Supported living contract over £10m - includes housing,
Social Care Solutions,https://solutionssocialcare.com/,info@solutionssocialcare.com,HCC 02/24 - The Provision of Supported Living Services in Hertfordshire,Hertfordshire County Council,Hertfordshire County Council,"The FTS tender notice 2024/S 000-005478 and award 2025/S 000-003646 each list only Hertfordshire County Council as buyer (plus the High Court as review body), as does CF notice d6f76482 (£187m, 3 Feb 2025 - 2 Feb 2029). No other contracting authorities, participating bodies or permitted users are named. Hertfordshire and West Essex ICB is not named; the ICB itself ceased on 31 Mar 2026. 'Barnet' appears only as a supplier's address (Brunswick Supported Living Services), not as a participating authority. The notices say the framework is for 'Supported Living Services in Hertfordshire'. The procurement documents (In-Tend, supply Hertfordshire) were not publicly accessible, so a named-user clause there cannot be ruled out.",06404664,IT-285-8247-HCC2314888 - AWARD,31/01/2025,web research (medium),"Site brand is 'Solutions Social Care' (day centres/outreach across London and Hertfordshire), which fits the Herts contract. CH 06404664 SOCIAL CARE SOLUTIONS LIMITED is registered in Warrington; no company number on the site to confirm they are the same entity.; Supported living contract over £10m - includes housing",
The Avenues Trust Group,https://www.avenuesgroup.org.uk/,info@avenuesgroup.org.uk,HCC 02/24 - The Provision of Supported Living Services in Hertfordshire,Hertfordshire County Council,Hertfordshire County Council,"The FTS tender notice 2024/S 000-005478 and award 2025/S 000-003646 each list only Hertfordshire County Council as buyer (plus the High Court as review body), as does CF notice d6f76482 (£187m, 3 Feb 2025 - 2 Feb 2029). No other contracting authorities, participating bodies or permitted users are named. Hertfordshire and West Essex ICB is not named; the ICB itself ceased on 31 Mar 2026. 'Barnet' appears only as a supplier's address (Brunswick Supported Living Services), not as a participating authority. The notices say the framework is for 'Supported Living Services in Hertfordshire'. The procurement documents (In-Tend, supply Hertfordshire) were not publicly accessible, so a named-user clause there cannot be ruled out.",,IT-285-8247-HCC2314888 - AWARD,31/01/2025,verified (existing data),Supported living contract over £10m - includes housing,
The Camden Society,https://www.thera.co.uk/about/where-we-work/the-camden-society/,info@thera.co.uk,HCC 02/24 - The Provision of Supported Living Services in Hertfordshire,Hertfordshire County Council,Hertfordshire County Council,"The FTS tender notice 2024/S 000-005478 and award 2025/S 000-003646 each list only Hertfordshire County Council as buyer (plus the High Court as review body), as does CF notice d6f76482 (£187m, 3 Feb 2025 - 2 Feb 2029). No other contracting authorities, participating bodies or permitted users are named. Hertfordshire and West Essex ICB is not named; the ICB itself ceased on 31 Mar 2026. 'Barnet' appears only as a supplier's address (Brunswick Supported Living Services), not as a participating authority. The notices say the framework is for 'Supported Living Services in Hertfordshire'. The procurement documents (In-Tend, supply Hertfordshire) were not publicly accessible, so a named-user clause there cannot be ruled out.",,IT-285-8247-HCC2314888 - AWARD,31/01/2025,web research (high),Part of Thera group (contracting entity Thera South Midlands Trading Ltd CH 10695744 t/a The Camden Society). thecamdensociety.co.uk redirects to this Thera group page. Existing email confirmed.; Supported living contract over £10m - includes housing,
TLC Care Homes Limited,https://ivolve.care/,enquiries@ivolve.care,HCC 02/24 - The Provision of Supported Living Services in Hertfordshire,Hertfordshire County Council,Hertfordshire County Council,"The FTS tender notice 2024/S 000-005478 and award 2025/S 000-003646 each list only Hertfordshire County Council as buyer (plus the High Court as review body), as does CF notice d6f76482 (£187m, 3 Feb 2025 - 2 Feb 2029). No other contracting authorities, participating bodies or permitted users are named. Hertfordshire and West Essex ICB is not named; the ICB itself ceased on 31 Mar 2026. 'Barnet' appears only as a supplier's address (Brunswick Supported Living Services), not as a participating authority. The notices say the framework is for 'Supported Living Services in Hertfordshire'. The procurement documents (In-Tend, supply Hertfordshire) were not publicly accessible, so a named-user clause there cannot be ruled out.",,IT-285-8247-HCC2314888 - AWARD,31/01/2025,web research (high),TLC Care Homes / TLC Care and Support rebranded as ivolve Care & Support (Jan 2023); the CH registered office is the ivolve Chesterfield address. tlccare.co.uk / tlccareservices.co.uk are not current. referrals@ivolve.care is also listed.; Supported living contract over £10m - includes housing,
