name,current_website,current_phone,current_email,current_address,contracts,scope,status,step1_url_owner,step2_real_url,step3_services,step4_email,step4_phone,step4_contact,verdict,notes
Grange (Whitefield) Care Services,http://grangewhitefieldcare.com/,+44 20 8366 7841,admin@grangewhitefieldcare.com,,1,Local,pending,,,,,,,,
Gray Healthcare Limited (CQC Registered Non Enhanced and Enhance,https://www.graycaregroup.co.uk/,+44 1909 738739,admin@graycaregroup.co.uk,,1,Local,pending,,,,,,,,
Greater London Fostering,http://www.greaterlondonfostering.org/,+44 20 8347 8741,,,2,Local,pending,,,,,,,,
Green Square Accord Limited,https://greensquareaccord.co.uk/,+44 300 111 7000,info@greensquareaccord.co.uk,,1,Local,pending,,,,,,,,
GreenSquareAccord Limited (Sandwell),https://greensquareaccord.co.uk/,,info@greensquareaccord.co.uk,,1,Local,pending,,,,,,,,
Greenbrook Healthcare,https://www.togetherhousing.co.uk/find-a-home/extra-care/lancashire/greenbrook-house/,+44 300 555 5560,,,1,Local,pending,,,,,,,,
Greenhill Healthcare Ltd,https://greenhillhealthcare.co.uk/about-us/privacy-policy/,+44 1733 639185,info@greenhillhealthcare.co.uk,,2,Local,pending,,,,,,,,
Greenways Hove Ltd,http://www.greenwaysproperty.com/,+44 1273 286898,info@greenwaysproperty.com,,1,Local,pending,,,,,,,,
Griha Care andSupport Limited,http://www.grihagroup.co.uk/,+44 20 8478 1230,,,3,Local,pending,,,,,,,,
Grimsby Cleethorpes and Humber Region YMCA,http://www.ymca-humber.com/,+44 1472 403020,info@ymca-humber.com,,1,Local,pending,,,,,,,,
Grimsby and Cleethorpes Area Doorstep,http://www.mydoorstep.org.uk/,+44 1472 321444,info@mydoorstep.org.uk,,1,Local,pending,,,,,,,,
H.O.P.E  Superjobs Ltd,https://hopesuperjobs.co.uk/,+44 20 8553 0827,,,1,Local,pending,,,,,,,,
HELP Supported Accommodation Ltd,http://www.birminghamsupportedaccommodation.co.uk/,+44 800 078 6666,info@birminghamsupportedaccommodation.co.uk,,1,Local,pending,,,,,,,,
HF Trust Ltd (Known as Hft),https://www.hft.org.uk/,+44 117 906 1700,media.enquiries@hft.org.uk,,1,Local,pending,,,,,,,,
HFT2 (CQC Registered Non Enhanced and Enhanced),https://www.hft.org.uk/our-services/quality-improvement-team/,,media.enquiries@hft.org.uk,,1,Local,pending,,,,,,,,
HMO NE Ltd t/a ForeverCare,https://www.forevercareftj.com/,+44 191 435 8557,,,1,Local,pending,,,,,,,,
HSL Compliance Ltd,http://hslcompliance.com/,+44 845 604 6729,info@hslcompliance.com,,1,Local,pending,,,,,,,,
Habod Care Ltd,http://habodcare.org/,+44 800 774 7605,info@habodcare.org,,1,Local,pending,,,,,,,,
Happy Futures Support Specialists Limited,https://happyfutures.net/,+44 1723 586633,,,1,Local,pending,,,,,,,,
Harlon Healthcare Limited,http://www.harlonhealthcare.com/,+44 330 333 0013,info@harlonhealthcare.com,,2,Local,pending,,,,,,,,
Hastings Borough Council,https://www.hastings.gov.uk,01424 451066,enquiries@hastings.gov.uk,,1,Local,pending,,,,,,,,
Hatzfeld Care (Lincoln) Ltd,http://www.hatzfeld.co.uk/,+44 7704 425760,,,1,Local,pending,,,,,,,,
Hatzfeld Care Ltd,https://www.hatzfeld.co.uk/,+44 1964 533253,,,1,Local,pending,,,,,,,,
Haven Care Support Services Ltd,http://havencss.co.uk/,+44 800 999 4585,info@havencss.co.uk,,1,Local,pending,,,,,,,,
Headway,http://www.headwaybristol.org.uk/,+44 117 462 6962,,,1,Local,pending,,,,,,,,
Heart Children's Services Ltd,https://heartchild.info/web/,+44 1706 221988,information@heartchild.info,,1,Local,pending,,,,,,,,
Heathcotes Care and Support t/a ivolve Care and Support,https://ivolve.care/,+44 1246 556453,enquiries@ivolve.care,,1,Local,pending,,,,,,,,
Heaton Group,https://www.heatongroup.co.uk/,,,,1,Local,pending,,,,,,,,
Heaven Support Services Ltd,http://www.heavensupportservicesltd.co.uk/,+44 121 382 0674,enquiry@heavensupportservicesltd.co.uk,,1,Local,pending,,,,,,,,
Help at Home Limited,https://www.helpathome.co.uk/,+44 116 244 4930,,,1,Local,pending,,,,,,,,
Hennessy Living Group Limited,https://hennessygroup.co.uk/,,info@hennessygroup.co.uk,,1,Local,pending,,,,,,,,
Herefordshire Headway,https://www.herefordshire-headway.co.uk/,+44 1432 761000,info@herefordshire-headway.co.uk,,1,Local,pending,,,,,,,,
High Rise Support Services,https://highrisesupport.co.uk/,+44 161 881 3852,admin@highrisesupport.co.uk,,1,Local,pending,,,,,,,,
Higher Level Care,http://www.higherlevelcare.org/,+44 20 8251 0066,info@higherlevelcare.org,,1,Local,pending,,,,,,,,
Hillbrook House,https://www.hiltonbrookhouse.co.uk/,,,,1,Local,pending,,,,,,,,
Hillcrest Childrens Services (2) Limited,https://hillcrest.org.uk/contact-us/,,customerservice@hillcrest.org.uk,,1,Local,pending,,,,,,,,
Hillcrest Childrens Services Limited,http://www.hillcrestlearningdisabilities.co.uk/,+44 23 9249 2165,,,1,Local,pending,,,,,,,,
Hillingdon Mind,http://mindinhillingdon.org.uk/,+44 1895 271559,mind@hillingdonmind.org.uk,,2,Local,pending,,,,,,,,
Hillside School (Aberdour) Limited,http://www.hillsideschool.co.uk/,+44 1383 860731,Enquiries@hillsideschool.co.uk,,1,Local,pending,,,,,,,,
Hiopp,http://hiopp.co.uk/,+44 7716 205142,,,2,Local,pending,,,,,,,,
Holibrook House Limited,https://holibrookhouse.co.uk/,+44 20 8297 0339,officemanager@holibrookhouse.co.uk,,1,Local,pending,,,,,,,,
Holistic Semi-Independent,http://innerlightholistics.co.uk/,,Michele@innerlightholistics.co.uk,,1,Local,pending,,,,,,,,
Home Farm Trust,https://www.hft.org.uk/about-us/locations/east/hft-bedfordshire/,+44 1462 850022,media.enquiries@hft.org.uk,,1,Local,pending,,,,,,,,
Homes 2 Inspire Ltd,http://homes2inspire.com/,+44 1788 297019,,,2,Local,pending,,,,,,,,
Honeycomb Charitable Services Ltd,https://www.honeycombgroup.org.uk/,+44 330 094 8878,laura.weston@honeycombgroup.org.uk,,1,Local,pending,,,,,,,,
Honeydew Healthcare Limited,http://www.honeydewhealthcare.co.uk/,+44 24 7679 6448,hello@honeydew-health.com,,1,Local,pending,,,,,,,,
Hopespring Newcastle,https://hopespringeducation.org/,,,,1,Local,pending,,,,,,,,
Hosanna Social Care Services,http://hosannacare.com/,+44 7985 733910,Info@hosannacare.com,,1,Local,pending,,,,,,,,
House To Home Lettings,http://www.h2hlettings.com/,+44 1322 337070,info@h2hlettings.com,,1,Local,pending,,,,,,,,
Housing and Support Solutions Ltd,https://supportsolutions.care/,+44 1472 690807,info@edenfutures.org,,2,Local,pending,,,,,,,,
Hull Churches Housing Association Limited,http://hcha.co.uk/,+44 1482 210842,info@hcha.co.uk,,1,Local,pending,,,,,,,,
Hull Resettlement Project Ltd,https://homeless.org.uk/homeless-england/service/hull-resettlement-project-bourne-street/,+44 1482 585323,enquiries@hrpltd.org.uk,,1,Local,pending,,,,,,,,
Hull and East Riding Citizens Advice Bureau Ltd,http://www.hullandeastridingcab.org.uk/,+44 800 144 8848,TRACY.WHARVELL@HULL-EASTRIDINGCAB.ORG.UK,,1,Local,pending,,,,,,,,
Hutton Care Partnership Ltd,http://www.huttoncarepartnership.com/,+44 1475 673184,,,1,Local,pending,,,,,,,,
I-care solutions stockport,https://icarestockport.org/,+44 161 376 3530,admin@icarestockport.org,,1,Local,pending,,,,,,,,
Idas,https://idas.org.uk/contact/,+44 1756 794400,info@idas.org.uk,,1,Local,pending,,,,,,,,
IMPAKT Housing & Support,https://impakt.org.uk/,+44 1234 307040,admin@impakt.org.uk,,1,Local,pending,,,,,,,,
Icube Dalpro Limited (T/A iCare Services Group),https://icareservicesgroup.co.uk/contact/,+44 20 8087 2062,info@icareservicesgroup.co.uk,,1,Local,pending,,,,,,,,
"Imagine, Act and Succeed",https://www.imagineactandsucceed.co.uk/,+44 161 748 2685,enquiries@imagineactandsucceed.co.uk,,1,Local,pending,,,,,,,,
Inclusion Care Ltd (Rehability UK community),https://rehabilityuk.co.uk/,+233 24 470 1007,info@rehabilityuk.co.uk,,1,Local,pending,,,,,,,,
Independence Support Ltd (CQC Registered Non Enhanced and Enhanc,http://www.independent-support.co.uk/,+44 1782 437790,info@independent-support.co.uk,,1,Local,pending,,,,,,,,
Independence way Ltd,http://independenceway.co.uk/,+44 1474 359699,info@independenceway.co.uk,,1,Local,pending,,,,,,,,
Independent Domestic Abuse Service,http://www.diasdvc.org/,+44 1942 311365,admin@diasdvc.org,,1,Local,pending,,,,,,,,
Independent Together Ltd,http://i2gether.org.uk/,+44 333 577 2121,,,1,Local,pending,,,,,,,,
Indigo Support Ltd,http://indigosupport.org/,+44 7921 879916,,,1,Local,pending,,,,,,,,
Infrastructure Development Group Limited T/A IDG Care,https://www.idgcare.com/,,info@idgcare.com,,2,Local,pending,,,,,,,,
Insight (fylde) Ltd,http://project-insights.co.uk/,+44 1253 272998,,,1,Local,pending,,,,,,,,
Inspire Community Services,http://www.inspirecommunityservices.org/,+44 1744 661201,,,1,Local,pending,,,,,,,,
Inspire Support and Consultancy Services,http://www.inspuk.co.uk/,+44 1753 620002,webmail@inspuk.co.uk,,1,Local,pending,,,,,,,,
Inspire Supported accommodation Ltd,https://www.inspirehousing.co.uk/,+44 7854 886427,info@inspirehousing.co.uk,,1,Local,pending,,,,,,,,
Inspsire Homes LS8,https://www.inspirehomesls8.org.uk/,+44 113 271 5000,info@inspired-builds.co.uk,,1,Local,pending,,,,,,,,
Intacare Ltd,http://intacareltd.co.uk/,+44 1246 260697,admin@intacareltd.co.uk,,1,Local,pending,,,,,,,,
Integra Supported Housing,http://www.integrasupport.com/,+44 1384 288220,,,1,Local,pending,,,,,,,,
Integrate (Preston & Chorley) Ltd,https://integratepreston.org.uk/,+44 7788 415446,enquiries@integratepreston.org.uk,,1,Local,pending,,,,,,,,
Integrated Services Programme (ISP),https://ispfostering.org.uk/offices/enfield/,+44 20 8370 3670,,,2,Local,pending,,,,,,,,
Inward House Projects Limited,https://gordonhouseprojectgroup.com/,+44 7943 567050,,,1,Local,pending,,,,,,,,
Irwell Valley Housing Association,http://www.irwellvalley.co.uk/,+44 300 561 1111,contact@irwellvalley.co.uk,,2,Local,pending,,,,,,,,
Isabellas Homes,https://www.houseofisabella.co.uk/,,info@houseofisabella.co.uk,,2,Local,pending,,,,,,,,
Iyanla Supported LVG. Ltd,http://ilyan.com/,+44 20 8816 7329,ilyan@ilyan.com,,1,Local,pending,,,,,,,,
JEM Support Service,https://www.jem.services,020 3633 1011,info@jem.services,,2,Local,pending,,,,,,,,
Jani Homes (Notts) Limited,https://allison-homes.co.uk/development/kings-meadow/,+44 1636 233225,,,1,Local,pending,,,,,,,,
Jay Fostering Ltd,http://www.jayfostering.com/,+44 845 688 4899,,,2,Local,pending,,,,,,,,
Jigsaw,https://justjigsaws.co.uk/,+44 1773 520646,info@jigsawplus.co.uk,,1,Local,pending,,,,,,,,
Jordan Xavier Connect Ltd,http://jordanxavier.co.uk/,+44 20 8238 5535,info@jordanxavier.co.uk,,2,Local,pending,,,,,,,,
Juventas Services,https://www.juventasservices.co.uk/,+44 1603 959631,info@juventasservices.co.uk,,2,Local,pending,,,,,,,,
K & S Solutions,https://revivesupportedliving.co.uk,07485 207624,info@revivesupportedliving.co.uk,,2,Local,pending,,,,,,,,
Karbon Homes Limited,https://www.karbonhomes.co.uk/,+44 808 164 0111,info@karbonhomes.co.uk,,1,Local,pending,,,,,,,,
Kardinal Healthcare Ltd,http://www.kardinalhealthcare.co.uk/,+44 1903 211931,,,2,Local,pending,,,,,,,,
Kedleston (Wood Grove Childcare) Limited T/a Kedlestone (Wings),https://www.kedlestongroup.com/schools/wings-school-notts/,,,,1,Local,pending,,,,,,,,
Keelan Taylor Project Ltd,https://michelsandtaylor.com/,+44 1782 819210,business@michelsandtaylor.com,,1,Local,pending,,,,,,,,
Kelerbay t/a Doree Bonner International,http://www.doreebonner.co.uk/,+44 800 289541,,,1,Local,pending,,,,,,,,
Kenley Health Care Ltd,http://www.careycare.co.uk/,+44 20 8660 9336,info@careycare.co.uk,,1,Local,pending,,,,,,,,
Key 2 Futures,http://horizoncare.co.uk/,+44 24 7623 0276,enquiries@horizoncare.co.uk,,1,Local,pending,,,,,,,,
Key2care t/a Derbyshire Care Services (CQC Registered Non Enhanc,https://key2care.co.uk/,,info@key2care.co.uk,,1,Local,pending,,,,,,,,
Keys Group Progressive Care and Education,http://www.keyschildcare.co.uk/,+44 7918 716310,,,1,Local,pending,,,,,,,,
Keystone Chesterfield Ltd,http://www.keystonesupport.co.uk/,+44 1246 206288,info@keystonesupport.co.uk,,1,Local,pending,,,,,,,,
Kezi and Clay Healthcare,http://keziandclay.co.uk/,+44 1777 567568,admin@keziandclay.co.uk,,1,Local,pending,,,,,,,,
Kia Ora Support Services,https://www.kiaorasupportservices.com/,+44 7411 027380,,,1,Local,pending,,,,,,,,
Kilter Care Ltd,https://www.kiltercare.co.uk/contact-kilter-care-now,+44 7479 916003,info@kiltercare.co.uk,,1,Local,pending,,,,,,,,
Kingly Care Partnership Limited,https://activecaregroup.co.uk/location/kingly-house/,+44 1455 613823,enquiries@activecaregroup.co.uk,,1,Local,pending,,,,,,,,
Kings Arms Project (Bedford),http://www.kingsarmsproject.org/,+44 1234 350900,,,1,Local,pending,,,,,,,,
Kisharon,https://www.kisharonschool.org.uk/,+44 20 8455 7483,office@kisharonschool.org.uk,,1,Local,pending,,,,,,,,
Kitec Healthcare Services Limited,http://kitechealthcare.co.uk/,+44 1234 910846,info@kitechealthcare.co.uk,,1,Local,pending,,,,,,,,
Kites Children's Services Limited,https://www.kitescs.com/,+44 1702 214524,info@kitescs.com,,1,Local,pending,,,,,,,,
L&Q Living - SWIFT Payments,https://www.lqgroup.org.uk/,+44 300 456 9998,regulatoryandlegalcommunications@lqgroup.org.uk,,1,Local,pending,,,,,,,,
Learning Disability Network London Limited,https://www.ldnlondon.org/find-support/ldn-community-hub/,+44 20 8968 7376,hello@ldnlondon.org,,2,Local,pending,,,,,,,,
Life,https://www.lifecare-edinburgh.org.uk/,+44 1776 704702,,,2,Regional,pending,,,,,,,,
Living Waters Healthcare Services Limited,http://livingwatershealthcare.co.uk/,+44 330 133 6474,info@livingwatersltd.co.uk,,1,Local,pending,,,,,,,,
Ladders 2 Life Limited,https://www.laddersandaccess.co.uk/,+44 1746 781587,sales@laddersandaccess.co.uk,,1,Local,pending,,,,,,,,
Lakem Care,https://www.lakemcare.co.uk/,+44 1228 272003,info@lakemcare.co.uk,,1,Local,pending,,,,,,,,
Langdale Heights Ltd,http://www.langdalecarehomes.co.uk/,+44 1332 367429,,,1,Local,pending,,,,,,,,
Langdale Lodge Ltd,http://www.langdalecarehomes.co.uk/,+44 1246 550204,,,1,Local,pending,,,,,,,,
Langdon Community,http://langdonuk.org/,+44 20 8951 3942,info@kisharonlangdon.org.uk,,1,Local,pending,,,,,,,,
Learning Disability Network London (LDN London),https://ldnlondon.org/,,hello@ldnlondon.org,,1,Local,pending,,,,,,,,
Leaving Care Services t/a Pathways,http://www.pathwayforcare.com/,+44 1293 301920,,,1,Local,pending,,,,,,,,
Leeds Womens Aid,https://leedswomensaid.co.uk/charity-shop/,+44 113 258 4111,administration@leedswomensaid.org.uk,,1,Local,pending,,,,,,,,
Legrand Electrics Limited,http://www.legrand.co.uk/,+44 345 605 4333,legrand.sales@legrand.co.uk,,1,Local,pending,,,,,,,,
Leicester YMCA,https://www.leicesterymca.co.uk/,+44 116 255 6507,,,1,Local,pending,,,,,,,,
Lenore Outreach Limited,https://lenorecare.co.uk/,+44 20 8138 1157,lewisham.office@eleanorcare.co.uk,,1,Local,pending,,,,,,,,
Leonard Cheshire Disability (CQC Registered Non Enhanced and Enh,https://www.leonardcheshire.org/get-support/living/care-homes/hill-house-sandbach,+44 1224 488326,info@leonardcheshire.org,,1,Local,pending,,,,,,,,
Less Homeless,https://homeless.org.uk/homeless-england/service/furness-homeless-support-group-day-centre/,+44 1229 821134,,,1,Local,pending,,,,,,,,
Lesshomeless Limited,https://homeless.org.uk/homeless-england/service/furness-homeless-support-group-day-centre/,+44 1229 821134,,,1,Local,pending,,,,,,,,
Letombo Ltd (Life Skills Services),https://www.thelifeskillscompany.com/,+44 1342 822117,enquiries@thelifeskillscompany.com,,1,Local,pending,,,,,,,,
Liberty Housing solutions Limited,https://liberty-housing.co.uk/,+44 7727 081614,,,1,Local,pending,,,,,,,,
Liberty Maze Housing Limited,https://www.libertymazehousing.co.uk/,+44 161 492 0191,enquiries@libertymazehousing.co.uk,,1,Local,pending,,,,,,,,
Life Choices Plus Limited T/A Everyday,https://www.lifechoiceservices.co.uk/,+44 7307 155941,info@lifechoiceservices.co.uk,,1,Local,pending,,,,,,,,
Lifeways Community Care (CQC Registered Non Enhanced and Enhance,https://www.lifeways.co.uk/,+44 116 284 8448,,,1,Local,pending,,,,,,,,
Lifeways Paragon Ltd,https://lifeways.co.uk/,,,,1,Local,pending,,,,,,,,
Lifeways SIL Ltd (Supported Independent Living),https://lifeways.co.uk/for-families/support-search/cliff-gardens-sil,+44 1724 859048,,,1,Local,pending,,,,,,,,
Lighthouse Women's Aid,http://lighthousewa.org.uk/,+44 1473 228270,info@lighthousewa.org.uk,,1,Local,pending,,,,,,,,
Lighthouse Womens Aid,https://lighthousehomes.co.uk/,+44 1709 760055,info@lighthousehomes.co.uk,,1,Local,pending,,,,,,,,
Limitless Homes and Support Ltd,http://www.limitlesscare.co.uk/,+44 1484 768720,info@limitlesscare.co.uk,,1,Local,pending,,,,,,,,
Lincoln Cares Ltd,http://www.lincolnhcg.co.uk/,+44 191 286 1444,info@lincolnhcg.co.uk,,1,Local,pending,,,,,,,,
Lindum Group Ltd,http://www.lindumgroup.com/,+44 1522 500300,,,1,Local,pending,,,,,,,,
Linkage,http://www.linkage.org.uk/college,+44 1472 241044,info@linkage.org.uk,,1,Local,pending,,,,,,,,
Linkage Community Trust Ltd,http://www.linkage.org.uk/,+44 1790 752499,info@linkage.org.uk,,2,Local,pending,,,,,,,,
Liverpool YMCA,https://you-matter.org.uk/,+44 151 600 3530,,,1,Local,pending,,,,,,,,
Living Haven Ltd,https://resthavencare.org/,+44 1395 272374,,,1,Local,pending,,,,,,,,
Living Life (UK) Ltd T/AS The Banyan Tree,https://banyantree.uk.com/,+44 20 8848 1800,,,2,Local,pending,,,,,,,,
Locate Accommodation Ltd,https://www.lagganlife.co.uk/stay/seaview-snugs/,+44 1557 840206,,,1,Local,pending,,,,,,,,
Lodge House 20 Limited,https://www.lodgeparkhomes.co.uk/,,,,1,Local,pending,,,,,,,,
Longhurst & Havelok Homes Ltd,http://www.longhurst-group.org.uk/,+44 800 111 4013,,,1,Local,pending,,,,,,,,
Look Ahead,https://www.lookahead.org.uk/,+44 1292 266030,getintouch@lookahead.org.uk,,1,Local,pending,,,,,,,,
Loveguard Ltd,https://loveguard.org/,+44 7971 654936,info@mirrorguard.co.uk,,1,Local,pending,,,,,,,,
Loyalcare Group Services,https://www.connecttosupportsurrey.org.uk/search-results/services/?id=994fbf0b-0da5-473d-9652-b07e00c9d549&returnUrl=https%3A%2F%2Fwww.connecttosupportsurrey.org.uk%2Fsearch-results%2F%3FsearchTab%3DservicesSearchTab%26templateId%3D9d84dd23-d409-467e-a1e9-b06f00934809%26searchText%3Dcommunity%2520groups%26sortOption%3DRank%253Basc%26pageNumber%3D2%26pageSize%3D15%26distance%3D1609,+44 1372 386095,info@connecttosupportsurrey.org.uk,,2,Local,pending,,,,,,,,
Lukka Homes,https://lukkahomes.com/,,info@lukkahomes.com,,1,Local,pending,,,,,,,,
MGL Demolition Ltd,http://www.mglgroup.co.uk/,+44 191 267 3014,enquiries@mglgroup.co.uk,,1,Local,pending,,,,,,,,
Midland Heart Limited,http://www.midlandheart.org.uk/,+44 345 602 0540,,,2,Local,pending,,,,,,,,
Millbrook Healthcare Ltd,https://www.millbrookhealthcare.co.uk/,,enquiries@millbrookhealthcare.co.uk,,2,Local,pending,,,,,,,,
My Life Semi-independent Project Limited,https://www.mylife.uk.net/,,admin@mylife.uk.net,,2,Regional,pending,,,,,,,,
MacIntyre (CQC Registered Non Enhanced and Enhanced),http://www.macintyrecharity.org/,+44 1908 230100,hello@macintyrecharity.org,,1,Local,pending,,,,,,,,
Macadamia Support Ltd,https://macadamiasupport.co.uk/,+44 1707 226075,reception@macadamiasupport.co.uk,,1,Local,pending,,,,,,,,
Mack Residential,http://www.mackresidential.com/,+44 1242 250846,info@mackgroup.com,,1,Local,pending,,,,,,,,
Manchester Settlement,http://www.manchestersettlement.org.uk/,+44 161 974 1300,info@manchestersettlement.org.uk,,1,Local,pending,,,,,,,,
Marama Care PVT ltd,http://www.maramacare.co.uk/,+44 1752 279451,,,1,Local,pending,,,,,,,,
Marcus and Marcus,http://www.marcus-and-marcus.co.uk/,+44 20 8366 8131,,,1,Local,pending,,,,,,,,
Margstone Support Solutions Ltd,https://supportsolutions.care/,+44 1782 943113,info@crystalsupport.co.uk,,1,Local,pending,,,,,,,,
Marston Court,https://www.osjct.co.uk/care-home/marston-court/?utm_source=gmb&utm_medium=organic&utm_campaign=marstoncourt-googlebusinessprofile,+44 1865 241526,,,1,Local,pending,,,,,,,,
Mayfair Community Care Ltd,http://www.mayfaircare.org.uk/,+44 121 579 0296,info@mayfaircare.org.uk,,1,Local,pending,,,,,,,,
Meadows Care Limited,https://www.meadowscare.co.uk/,+44 1706 630022,enquiries@meadowscare.co.uk,,2,Local,pending,,,,,,,,
